id	title_rich	title_text	author_name	author_firstname	NomComplet	author_idref-id	promotion_year	pagination	author_gender	topic_notBefore	topic_notAfter	enc_teacher	these_biblionumber-benc	these_ppn-sudoc	ark_databnf	ark_cataloguebnf	id_wikidata	link_wikipedia	id_dbpedia
ENCPOS_1881_04	Essai sur l’histoire de la reliure	Essai sur l’histoire de la reliure	Dufresne [De Saint-Leon]	Arthur-Henry	Arthur-Henry Dufresne [De Saint-Leon]	079563074	1881	13-18	1	500	1881								
ENCPOS_1881_05	De l’affranchissement et de la condition des affranchis dans la Gaule franque	De l’affranchissement et de la condition des affranchis dans la Gaule franque	Fournier	Pierre-Joseph-Marcel	Pierre-Joseph-Marcel Fournier	204589134	1881	19-22	1	400	799								
ENCPOS_1881_06	Les décimes ecclésiastiques au <small>XIII</small><sup>e</sup> siècle	Les décimes ecclésiastiques au xiiie siècle	Gerbaux	Fernand	Fernand Gerbaux	03435476X	1881	23-29	1	1200	1299								
ENCPOS_1881_07	Essai sur l’organisation municipale de Toulouse au Moyen Âge (<small>XII</small><sup>e</sup>, <small>XIII</small><sup>e</sup> et <small>XIV</small><sup>e</sup> siècles)	Essai sur l’organisation municipale de Toulouse au Moyen Âge (xiie, xiiie et xive siècles)	Grandjean	Charles	Charles Grandjean	110841360	1881	31-33	1	1100	1399								
ENCPOS_1881_08	Essai sur l’histoire politique du chapitre de Notre-Dame de Paris pendant la domination anglaise (1420-1436)	Essai sur l’histoire politique du chapitre de Notre-Dame de Paris pendant la domination anglaise (1420-1436)	Grasoreille	Georges	Georges Grasoreille	254312764	1881	35-39	1	1420	1436								
ENCPOS_1881_09	Les maisons assises à Saint-Germain-des-Prés et à Paris en la censive et haute justice de l’abbaye de Saint-Germain-des-Prés aux <small>XIV</small><sup>e</sup> et <small>XV</small><sup>e</sup> siècles	Les maisons assises à Saint-Germain-des-Prés et à Paris en la censive et haute justice de l’abbaye de Saint-Germain-des-Prés aux xive et xve siècles	Guilhiermoz	Paul	Paul Guilhiermoz	035229497	1881	41-44	1	1300	1499				http://data.bnf.fr/ark:/12148/cb13477810x	https://catalogue.bnf.fr/ark:/12148/cb13477810x	http://wikidata.org/entity/Q34801105		
ENCPOS_1881_10	Philippe de Navarre, comte de Longueville (1334-1363)	Philippe de Navarre, comte de Longueville (1334-1363)	Helleu	Joseph	Joseph Helleu	254312772	1881	45-50	1	1334	1363								
ENCPOS_1881_11	De la ponctuation	De la ponctuation	Omont	Henri	Henri Omont	029860733	1881	51-52	1	0	1880				http://data.bnf.fr/ark:/12148/cb12139851h	https://catalogue.bnf.fr/ark:/12148/cb12139851h	http://wikidata.org/entity/Q3131723	http://fr.wikipedia.org/wiki/Henri_Omont	http://dbpedia.org/resource/Henri_Omont
ENCPOS_1881_12	Essai sur l’origine et le développement du crédit, du change et de l’assurance avant le <small>XV</small><sup>e</sup> siècle	Essai sur l’origine et le développement du crédit, du change et de l’assurance avant le xve siècle	Rébouis	Hippolyte-Émile	Hippolyte-Émile Rébouis	033803072	1881	53-58	1	1400	1499				http://data.bnf.fr/ark:/12148/cb130115650	https://catalogue.bnf.fr/ark:/12148/cb130115650	http://wikidata.org/entity/Q34801869		
ENCPOS_1881_13	Étude sur les relations du roi de Bohême Jean de Luxembourg avec la France	Étude sur les relations du roi de Bohême Jean de Luxembourg avec la France	Welvert	Eugène	Eugène Welvert	029438446	1881	59-62	1	1310	1346				http://data.bnf.fr/ark:/12148/cb121065891	https://catalogue.bnf.fr/ark:/12148/cb121065891	http://wikidata.org/entity/Q18117976		
ENCPOS_1881_NEXT		pages postliminaires					1881	63											
ENCPOS_1881_PREV		pages liminaires					1881	0-2											
ENCPOS_1882_01	La vie intérieure d’un hospice du <small>XIV</small><sup>e</sup> au <small>XVI</small><sup>e</sup> siècle Étude sur l’organisation de la maison de Saint-Esprit-en-Grève à Paris, d’après un manuscrit inédit de la Bibliothèque nationale et divers documents conservés aux archives de l’Assistance publique	La vie intérieure d’un hospice du xive au xvie siècle Étude sur l’organisation de la maison de Saint-Esprit-en-Grève à Paris, d’après un manuscrit inédit de la Bibliothèque nationale et divers documents conservés aux archives de l’Assistance publique	Berthelé	Joseph	Joseph Berthelé	029496500	1882	3-11	1	1300	1599				http://data.bnf.fr/ark:/12148/cb121111606	https://catalogue.bnf.fr/ark:/12148/cb121111606	http://wikidata.org/entity/Q34802376		
ENCPOS_1882_02	L’Université de Caen de 1432 à 1521, depuis la fondation par Henri VI, roi d’Angleterre, jusqu’à la réforme par François I<sup>er</sup>	L’Université de Caen de 1432 à 1521, depuis la fondation par Henri VI, roi d’Angleterre, jusqu’à la réforme par François Ier	Bourmont, De	Amédée	Amédée de Bourmont	056975961	1882	13-20	1	1432	1521				http://data.bnf.fr/ark:/12148/cb10599413h	https://catalogue.bnf.fr/ark:/12148/cb10599413h	http://wikidata.org/entity/Q15973860	http://fr.wikipedia.org/wiki/Am%C3%A9d%C3%A9e_de_Bourmont	
ENCPOS_1882_03	Étude sur les actes de notaires à Marseille à la fin du <small>XIV</small><sup>e</sup> siècle et au commencement du <small>XV</small><sup>e</sup> (1378-1407), d’après une collection de registres conservés à la Bibliothèque nationale	Étude sur les actes de notaires à Marseille à la fin du xive siècle et au commencement du xve (1378-1407), d’après une collection de registres conservés à la Bibliothèque nationale	Guilhiermoz	Paul	Paul Guilhiermoz	035229497	1882	21-27	1	1378	1407				http://data.bnf.fr/ark:/12148/cb13477810x	https://catalogue.bnf.fr/ark:/12148/cb13477810x	http://wikidata.org/entity/Q34801105		
ENCPOS_1882_04	Essai biographique sur Jean, bâtard d’Orléans, comte de Dunois (1400-1468)	Essai biographique sur Jean, bâtard d’Orléans, comte de Dunois (1400-1468)	Lecestre	Léon	Léon Lecestre	029435064	1882	29-35	1	1400	1468				http://data.bnf.fr/ark:/12148/cb12106327x	https://catalogue.bnf.fr/ark:/12148/cb12106327x	http://wikidata.org/entity/Q34802691		
ENCPOS_1882_05	Essai sur la politique de Grégoire le Grand en Gaule, d’après ses lettres	Essai sur la politique de Grégoire le Grand en Gaule, d’après ses lettres	Moris	Henri	Henri Moris	030701198	1882	37-40	1	540	604				http://data.bnf.fr/ark:/12148/cb128820092	https://catalogue.bnf.fr/ark:/12148/cb128820092	http://wikidata.org/entity/Q34802848		
ENCPOS_1882_06	Étude sur le <i>Livre des constitucions demenées el chastelet de Paris</i>, et nouvelle édition de ce texte, avec notes	Étude sur le Livre des constitucions demenées el chastelet de Paris, et nouvelle édition de ce texte, avec notes	Mortet	Charles	Charles Mortet	029830419	1882	41-42	1	1000	1499				http://data.bnf.fr/ark:/12148/cb12738146s	https://catalogue.bnf.fr/ark:/12148/cb12738146s	http://wikidata.org/entity/Q2959858	http://fr.wikipedia.org/wiki/Charles_Mortet	
ENCPOS_1882_07	Essai sur la domination française à Gênes sous le règne de Charles VI (1396-1411)	Essai sur la domination française à Gênes sous le règne de Charles VI (1396-1411)	Salone	Émile	Émile Salone	052466531	1882	43-48	1	1396	1411				http://data.bnf.fr/ark:/12148/cb12815004m	https://catalogue.bnf.fr/ark:/12148/cb12815004m	http://wikidata.org/entity/Q34803065		
ENCPOS_1882_NEXT		pages postliminaires					1882	49											
ENCPOS_1882_PREV		pages liminaires					1882	0-2											
ENCPOS_1883_01	Étude sur le cartulaire de Gellone (804-1236)	Étude sur le cartulaire de Gellone (804-1236)	Alaus	Paul	Paul Alaus	033353743	1883	3-8	1	804	1236				http://data.bnf.fr/ark:/12148/cb12422814x	https://catalogue.bnf.fr/ark:/12148/cb12422814x	http://wikidata.org/entity/Q34804503		
ENCPOS_1883_02	Essai sur la géographie historique de l’Auvergne au <small>XIII</small><sup>e</sup> siècle	Essai sur la géographie historique de l’Auvergne au xiiie siècle	Argeliès	Jean	Jean Argeliès	254312780	1883	9-11	1	1200	1299								
ENCPOS_1883_03	Histoire du duché d’Athènes et de la baronnie d’Argos	Histoire du duché d’Athènes et de la baronnie d’Argos	Bisson De Sainte-Marie	René	René Bisson De Sainte-Marie	254312810	1883	13-16	1	1204	1456								
ENCPOS_1883_04	L’ancienne coutume de Paris, de la fin du <small>XIII</small><sup>e</sup> aux premières années du <small>XV</small><sup>e</sup> siècle	L’ancienne coutume de Paris, de la fin du xiiie aux premières années du xve siècle	Buche	Henri	Henri Buche	066900719	1883	17-22	1	1280	1420				http://data.bnf.fr/ark:/12148/cb129525226	https://catalogue.bnf.fr/ark:/12148/cb129525226	http://wikidata.org/entity/Q34805052		
ENCPOS_1883_05	Recherches sur Antoine de Lorraine, comte de Vaudémont (1395 ?-1457) : sa vie, sa famille, ses domaines	Recherches sur Antoine de Lorraine, comte de Vaudémont (1395 ?-1457) : sa vie, sa famille, ses domaines	Cicile	Albert	Albert Cicile	254312799	1883	23-30	1	1395	1457								
ENCPOS_1883_06	Essai sur la vie de Clément IV, pape français (1180 ?-1268)	Essai sur la vie de Clément IV, pape français (1180 ?-1268)	Corda	Augustin	Augustin Corda	067057403	1883	31-37	1	1180	1268				http://data.bnf.fr/ark:/12148/cb13164885c	https://catalogue.bnf.fr/ark:/12148/cb13164885c	http://wikidata.org/entity/Q34805542		
ENCPOS_1883_07	Essai sur la maison du Temple de Paris	Essai sur la maison du Temple de Paris	Curzon, De	Henri	Henri de Curzon	02680770X	1883	39-44	1	1100	1314								
ENCPOS_1883_08	Les avocats au Parlement de Paris (1300-1600)	Les avocats au Parlement de Paris (1300-1600)	Delachenal	Roland	Roland Delachenal	07157719X	1883	45-51	1	1300	1600								
ENCPOS_1883_09	Architecture religieuse du pays de Vosges (1000-1250)	Architecture religieuse du pays  de Vosges (1000-1250)	Durand	Georges	Georges Durand		1883	53-56	1	1000	1250								
ENCPOS_1883_10	Étude sur les chartes communales de l’Auvergne	Étude sur les chartes communales de l’Auvergne	Farges	Louis	Louis Farges	09163492X	1883	57-58	1	1000	1499								
ENCPOS_1883_11	Le Châtelet de Paris sous l’administration de Jean de Folleville, prévôt de Paris sous le règne de Charles VI (1389-1401)	Le Châtelet de Paris sous l’administration de Jean de Folleville, prévôt de Paris sous le règne de Charles VI (1389-1401)	Gaillard	Joseph-Henri	Joseph-Henri Gaillard	096683163	1883	59-60	1	1389	1401				http://data.bnf.fr/ark:/12148/cb124598623	https://catalogue.bnf.fr/ark:/12148/cb124598623			
ENCPOS_1883_12	Le coronement Looys, chanson de geste du <small>XII</small><sup>e</sup> siècle	Le coronement Looys, chanson de geste du xiie siècle	Langlois	Ernest	Ernest Langlois	026964600	1883	61-63	1	1100	1199				http://data.bnf.fr/ark:/12148/cb119109712	https://catalogue.bnf.fr/ark:/12148/cb119109712	http://wikidata.org/entity/Q384651	http://fr.wikipedia.org/wiki/Ernest_Langlois	http://dbpedia.org/resource/Ernest_Langlois
ENCPOS_1883_13	Jean de Villiers, sire de l’Isle-Adam, maréchal de France (1384 à 1392-1437)	Jean de Villiers, sire de l’Isle-Adam, maréchal de France (1384 à 1392-1437)	Lefèvre-Pontalis	Germain	Germain Lefèvre-Pontalis	030740673	1883	65-70	1	1384	1437				http://data.bnf.fr/ark:/12148/cb128932735	https://catalogue.bnf.fr/ark:/12148/cb128932735	http://wikidata.org/entity/Q15969998	http://fr.wikipedia.org/wiki/Germain_Lef%C3%A8vre-Pontalis	
ENCPOS_1883_14	Le comte Eudes II de Blois, Ier de Champagne (1004-1037) - (1019-1037) et Thibaud son frère (995-1004)	Le comte Eudes II de Blois, Ier de Champagne (1004-1037) - (1019-1037) et Thibaud son frère (995-1004)	Lex	Léonce	Léonce Lex	026989026	1883	71-75	1	995	1037				http://data.bnf.fr/ark:/12148/cb11912902q	https://catalogue.bnf.fr/ark:/12148/cb11912902q	http://wikidata.org/entity/Q3271595	http://fr.wikipedia.org/wiki/L%C3%A9once_Lex	
ENCPOS_1883_15	L’amiral Chabot, seigneur de Brion (1492 ?-1542)	L’amiral Chabot, seigneur de Brion (1492 ?-1542)	Martineau	Alfred	Alfred Martineau	033781133	1883	77-83	1	1492	1542				http://data.bnf.fr/ark:/12148/cb12460923h	https://catalogue.bnf.fr/ark:/12148/cb12460923h	http://wikidata.org/entity/Q664948	http://fr.wikipedia.org/wiki/Alfred_Martineau	http://dbpedia.org/resource/Alfred_Albert_Martineau
ENCPOS_1883_16	Introduction historique et diplomatique au catalogue des actes de Mathieu II, duc de Lorraine (1220-1251)	Introduction historique et diplomatique au catalogue des actes de Mathieu II, duc de Lorraine (1220-1251)	Le Mercier De Morière	Laurent	Laurent Le Mercier De Morière	200290967	1883	85-89	1	1220	1251				http://data.bnf.fr/ark:/12148/cb10038318m	https://catalogue.bnf.fr/ark:/12148/cb10038318m	http://wikidata.org/entity/Q34808140		
ENCPOS_1883_17	Les origines du fief en Franche-Comté et son organisation au <small>XIII</small><sup>e</sup> siècle	Les origines du fief en Franche-Comté et son organisation au xiiie siècle	Sainte-Agathe, De	Joseph	Joseph de Sainte-Agathe		1883	91-92	1	1200	1299								
ENCPOS_1883_18	Essai sur la domination française à Gênes sous le règne de Charles VI (1396-1411)	Essai sur la domination française à Gênes sous le règne de Charles VI (1396-1411)	Salone	Émile	Émile Salone	052466531	1883	93-98	1	1396	1411				http://data.bnf.fr/ark:/12148/cb12815004m	https://catalogue.bnf.fr/ark:/12148/cb12815004m	http://wikidata.org/entity/Q34803065		
ENCPOS_1883_NEXT		pages postliminaires					1883	99											
ENCPOS_1883_PREV		pages liminaires					1883	0-2											
ENCPOS_1884_01	Essai sur l’organisation, les attributions, la compétence et la procédure civile du Parlement de Paris de 1380 à 1419	Essai sur l’organisation, les attributions, la compétence et la procédure civile du Parlement de Paris de 1380 à 1419	Aubert	Félix	Félix Aubert	071560106	1884	3-38	1	1380	1419				http://data.bnf.fr/ark:/12148/cb123621139	https://catalogue.bnf.fr/ark:/12148/cb123621139	http://wikidata.org/entity/Q28845813		
ENCPOS_1884_02	Histoire du duché d’Athènes et de la baronnie d’Argos	Histoire du duché d’Athènes et de la baronnie d’Argos	Bisson De Sainte-Marie	René	René Bisson De Sainte-Marie	254312810	1884	39-43	1	1204	1456								
ENCPOS_1884_03	Les états de Bourgogne, depuis leur origine jusqu’à la mort de Charles le Téméraire	Les états de Bourgogne, depuis leur origine jusqu’à la mort de Charles le Téméraire	Bougenot	Étienne-Symphorien	Étienne-Symphorien Bougenot	067057780	1884	45-46	1	880	1477				http://data.bnf.fr/ark:/12148/cb128765979	https://catalogue.bnf.fr/ark:/12148/cb128765979	http://wikidata.org/entity/Q34808985		
ENCPOS_1884_04	Essai sur l’élection et l’organisation des corps municipaux dans le sud-ouest de la France aux <small>XIII</small><sup>e</sup> et <small>XIV</small><sup>e</sup> siècles	Essai sur l’élection et l’organisation des corps municipaux dans le sud-ouest de la France aux xiiie et xive siècles	Brutails	Auguste	Auguste Brutails	026757583	1884	47-50	1	1200	1399				http://data.bnf.fr/ark:/12148/cb11894401z	https://catalogue.bnf.fr/ark:/12148/cb11894401z	http://wikidata.org/entity/Q3163743	http://fr.wikipedia.org/wiki/Jean-Auguste_Brutails	
ENCPOS_1884_05	Essai sur les églises romanes de l’ancien diocèse de Limoges (Creuse, Corrèze, Haute-Vienne). L’école limousine	Essai sur les églises romanes de l’ancien diocèse de Limoges (Creuse, Corrèze, Haute-Vienne). L’école limousine	Cessac, De	Jean	Jean de Cessac		1884	51-58	1	900	1199								
ENCPOS_1884_06	Le traité d’Andelot	Le traité d’Andelot	Deloncle	Henri	Henri Deloncle	156630524	1884	59-62	1	587	587				http://data.bnf.fr/ark:/12148/cb103486948	https://catalogue.bnf.fr/ark:/12148/cb103486948	http://wikidata.org/entity/Q21937977	http://fr.wikipedia.org/wiki/Henri_Deloncle	
ENCPOS_1884_07	Étude sur les chartes communales de l’Auvergne	Étude sur les chartes communales de l’Auvergne	Farges	Louis	Louis Farges	09163492X	1884	63-65	1	1000	1499								
ENCPOS_1884_08	Les Tard-Venus en Lyonnais, Forez et Beaujolais (1356-1369)	Les Tard-Venus en Lyonnais, Forez et Beaujolais (1356-1369)	Guigue	Georges	Georges Guigue	030074010	1884	67-71	1	1356	1369				http://data.bnf.fr/ark:/12148/cb12156323k	https://catalogue.bnf.fr/ark:/12148/cb12156323k	http://wikidata.org/entity/Q3102826	http://fr.wikipedia.org/wiki/Georges_Guigue	
ENCPOS_1884_09	Étude sur les institutions de la ville de Mézières, suivie du cartulaire municipal	Étude sur les institutions de la ville de Mézières, suivie du cartulaire municipal	Laurent	Paul	Paul Laurent		1884	73-79	1	1000	1499								
ENCPOS_1884_10	De l’organisation du chapitre cathédral de Laon	De l’organisation du chapitre cathédral de Laon	Lempereur	Louis	Louis Lempereur	113487460	1884	81-85	1	497	1499				http://data.bnf.fr/ark:/12148/cb14542774c	https://catalogue.bnf.fr/ark:/12148/cb14542774c	http://wikidata.org/entity/Q18578103	http://fr.wikipedia.org/wiki/Louis-Simon_Lempereur	
ENCPOS_1884_11	Fragments d’une étude sur l’Ancien Régime dans la terre de Saint-Claude	Fragments d’une étude sur l’Ancien Régime dans la terre de Saint-Claude	Libois	Hippolyte	Hippolyte Libois	254312829	1884	87-90	1	1500	1789								
ENCPOS_1884_12	La diplomatique royale de Philippe le Bel	La diplomatique royale de Philippe le Bel	Marais	Louis-Paul	Louis-Paul Marais	079562493	1884	91-93	1	1285	1314				http://data.bnf.fr/ark:/12148/cb102469337	https://catalogue.bnf.fr/ark:/12148/cb102469337	http://wikidata.org/entity/Q34811227		
ENCPOS_1884_13	Les coutumes de Lorris et leur propagation aux <small>XII</small><sup>e</sup> et <small>XIII</small><sup>e</sup> siècles	Les coutumes de Lorris et leur propagation aux xiie et xiiie siècles	Prou	Maurice	Maurice Prou	032207131	1884	95-101	1	1100	1299				http://data.bnf.fr/ark:/12148/cb12328289f	https://catalogue.bnf.fr/ark:/12148/cb12328289f	http://wikidata.org/entity/Q3301297	http://fr.wikipedia.org/wiki/Maurice_Prou	http://dbpedia.org/resource/Maurice_Prou
ENCPOS_1884_14	Recherches sur la foire du Lendit, depuis son origine jusqu’en 1430	Recherches sur la foire du Lendit, depuis son origine jusqu’en 1430	Roussel	Ernest	Ernest Roussel		1884	103-107	1	800	1430								
ENCPOS_1884_NEXT		pages postliminaires					1884	109											
ENCPOS_1884_PREV		pages liminaires					1884	0-2											
ENCPOS_1885_01	Étude sur le cartulaire de Gellone (804-1236)	Étude sur le cartulaire de Gellone (804-1236)	Alaus	Paul	Paul Alaus	033353743	1885	3-14	1	804	1236				http://data.bnf.fr/ark:/12148/cb12422814x	https://catalogue.bnf.fr/ark:/12148/cb12422814x	http://wikidata.org/entity/Q34804503		
ENCPOS_1885_02	Étude sur Fulbert, évêque de Chartres de 1006 à 1028 et sa correspondance	Étude sur Fulbert, évêque de Chartres de 1006 à 1028 et sa correspondance	Auvray	Lucien	Lucien Auvray	033759944	1885	15-21	1	1006	1028				http://data.bnf.fr/ark:/12148/cb12459418h	https://catalogue.bnf.fr/ark:/12148/cb12459418h	http://wikidata.org/entity/Q34811840		
ENCPOS_1885_03	Étude sur Jacques de Vitry	Étude sur Jacques de Vitry	Barroux	Marius	Marius Barroux	029506603	1885	23-27	1	1160	1240				http://data.bnf.fr/ark:/12148/cb121119952	https://catalogue.bnf.fr/ark:/12148/cb121119952	http://wikidata.org/entity/Q28654089	http://fr.wikipedia.org/wiki/Marius_Barroux	
ENCPOS_1885_04	Louis de Luxembourg, comte de Saint-Pol, connétable de France (1418-1475)	Louis de Luxembourg, comte de Saint-Pol, connétable de France (1418-1475)	Cagé	Carlos	Carlos Cagé	254312837	1885	29-41	1	1418	1475								
ENCPOS_1885_05	Recherches sur les états de Normandie au <small>XIV</small><sup>e</sup> siècle	Recherches sur les états de Normandie au xive siècle	Coville	Alfred	Alfred Coville	026804247	1885	43-50	1	1300	1399				http://data.bnf.fr/ark:/12148/cb118980741	https://catalogue.bnf.fr/ark:/12148/cb118980741	http://wikidata.org/entity/Q2835035	http://fr.wikipedia.org/wiki/Alfred_Coville	
ENCPOS_1885_06	La rançon de Brétigny	La rançon de Brétigny	Dunoyer De Segonzac	Jacques	Jacques Dunoyer De Segonzac	24366608X	1885	51-55	1	1356	1360								
ENCPOS_1885_07	Jean Ier de Grailly, sénéchal de Gascogne (1235-1300)	Jean I de Grailly, sénéchal de Gascogne (1235-1300)	Dupond	Alfred	Alfred Dupond	030233097	1885	57-59	1	1235	1300				http://data.bnf.fr/ark:/12148/cb12169264t	https://catalogue.bnf.fr/ark:/12148/cb12169264t	http://wikidata.org/entity/Q34813275		
ENCPOS_1885_08	Les corporations ouvrières dans les duchés de Lorraine et de Bar au <small>XIV</small><sup>e</sup> et au <small>XV</small><sup>e</sup> siècle	Les corporations ouvrières dans les duchés de Lorraine et de Bar au xive et au xve siècle	Duvernoy	Émile	Émile Duvernoy	090221575	1885	61-67	1	1300	1499				http://data.bnf.fr/ark:/12148/cb10350318m	https://catalogue.bnf.fr/ark:/12148/cb10350318m	http://wikidata.org/entity/Q34813582		
ENCPOS_1885_09	La politique extérieure de Philippe le Bel : étude sur le caractère des relations de la France avec l’étranger à la fin du <small>XIII</small><sup>e</sup> siècle	La politique extérieure de Philippe le Bel : étude sur le caractère des relations de la France avec l’étranger à la fin du xiiie siècle	Funck-Brentano	Frantz	Frantz Funck-Brentano	026876809	1885	69-80	1	1250	1299				http://data.bnf.fr/ark:/12148/cb119037386	https://catalogue.bnf.fr/ark:/12148/cb119037386	http://wikidata.org/entity/Q1445752	http://fr.wikipedia.org/wiki/Frantz_Funck-Brentano	http://dbpedia.org/resource/Frantz_Funck-Brentano
ENCPOS_1885_10	L’<i>Image du monde</i>, poème didactique du <small>XIII</small><sup>e</sup> siècle, recherches sur les rédactions non interpolées, interpolées et en prose	L’Image du monde, poème didactique du xiiie siècle, recherches sur les rédactions non interpolées, interpolées et en prose	Grand	Ernest-Daniel	Ernest-Daniel Grand	121614336	1885	81-84	1	1200	1299								
ENCPOS_1885_11	Étude sur Gasse Brulé, poète du <small>XII</small><sup>e</sup> siècle et édition critique de ses chansons	Étude sur Gasse Brulé, poète du xiie siècle et édition critique de ses chansons	Huet	Gédéon	Gédéon Huet	03291041X	1885	85-88	1	1100	1199								
ENCPOS_1885_12	Étude sur le collège d’Autun (<small>XIV</small><sup>e</sup>-<small>XVIII</small><sup>e</sup> siècles)	Étude sur le collège d’Autun (XIVe-XVIIIe siècles)	Hugues	A	A Hugues		1885	89-92											
ENCPOS_1885_13	Le gouvernement de Philippe III. Étude sur le pouvoir royal de 1270 à 1285	Le gouvernement de Philippe III. Étude sur le pouvoir royal de 1270 à 1285	Langlois	Charles-Victor	Charles-Victor Langlois	026964546	1885	93-106	1	1270	1285				http://data.bnf.fr/ark:/12148/cb11910966g	https://catalogue.bnf.fr/ark:/12148/cb11910966g	http://wikidata.org/entity/Q2606667	http://fr.wikipedia.org/wiki/Charles-Victor_Langlois	http://dbpedia.org/resource/Charles-Victor_Langlois
ENCPOS_1885_14	Essai sur la condition des juifs dans le domaine royal au <small>XIII</small><sup>e</sup> siècle (Île-de-France et Normandie)	Essai sur la condition des juifs dans le domaine royal au xiiie siècle (Île-de-Frnce et Normandie)	Lazard	Lucien	Lucien Lazard	095246789	1885	107-110	1	1200	1299				http://data.bnf.fr/ark:/12148/cb103175588	https://catalogue.bnf.fr/ark:/12148/cb103175588	http://wikidata.org/entity/Q34815739		
ENCPOS_1885_15	Étude sur l’architecture religieuse dans l’ancien diocèse de Soissons aux <small>XI</small><sup>e</sup> et <small>XII</small><sup>e</sup> siècles	Étude sur l’architecture religieuse dans l’ancien diocèse de Soissons aux xie et xiie siècles	Lefèvre-Pontalis	Eugène	Eugène Lefèvre-Pontalis	030167752	1885	111-119	1	1000	1199				http://data.bnf.fr/ark:/12148/cb12163951z	https://catalogue.bnf.fr/ark:/12148/cb12163951z	http://wikidata.org/entity/Q3059981	http://fr.wikipedia.org/wiki/Eug%C3%A8ne_Lef%C3%A8vre-Pontalis	http://dbpedia.org/resource/Eugène_Lefèvre-Pontalis
ENCPOS_1885_16	Histoire des Quinze-Vingts, depuis leur fondation jusqu’au milieu du <small>XVI</small><sup>e</sup> siècle	Histoire des Quinze-Vingts, depuis leur fondation jusqu’au milieu du xvie siècle	Le Grand	Léon	Léon Le Grand		1885	121-131	1	1260	1599								
ENCPOS_1885_17	Recherches sur Robert Ier de Sarrebruck, damoiseau de Commercy (1414-1464)	Recherches sur Robert Ier de Sarrebruck, damoiseau de Commercy (1414-1464)	Martin	Camille	Camille Martin	111625521	1885	133-141	1	1414	1464				http://data.bnf.fr/ark:/12148/cb14959805d	https://catalogue.bnf.fr/ark:/12148/cb14959805d	http://wikidata.org/entity/Q2935009	http://fr.wikipedia.org/wiki/Camille_Martin	
ENCPOS_1885_18	Rapports de Louis XI avec la ville de Troyes	Rapports de Louis XI avec la ville de Troyes	Millot	Étienne	Étienne Millot	254312853	1885	143-146	1	1461	1483								
ENCPOS_1885_19	Louis de Graville, amiral de France (144? -1516)	Louis de Graville, amiral de France (144? -1516)	Perret	Michel	Michel Perret	087989042	1885	147-153	1	1440	1516				http://data.bnf.fr/ark:/12148/cb12442950g	https://catalogue.bnf.fr/ark:/12148/cb12442950g	http://wikidata.org/entity/Q34817697		
ENCPOS_1885_20	Étude biographique, littéraire et bibliographique sur Olivier de la Marche (1425-1502)	Étude biographique, littéraire et bibliographique sur Olivier de la Marche (1425-1502)	Stein	Henri	Henri Stein	031575439	1885	155-163	1	1425	1502				http://data.bnf.fr/ark:/12148/cb12276366f	https://catalogue.bnf.fr/ark:/12148/cb12276366f	http://wikidata.org/entity/Q867952	http://fr.wikipedia.org/wiki/Henri_Stein	
ENCPOS_1885_NEXT		pages postliminaires					1885	165											
ENCPOS_1885_PREV		pages liminaires					1885	0-2											
ENCPOS_1886_01	Recherches sur la cour ducale de Bourgogne sous Philippe le Bon (1419-1467)	Recherches sur la cour ducale de Bourgogne sous Philippe le Bon (1419-1467)	André	Édouard	Édouard André	194856356	1886	1-5	1	1419	1467				http://data.bnf.fr/ark:/12148/cb12526504x	https://catalogue.bnf.fr/ark:/12148/cb12526504x	http://wikidata.org/entity/Q34818398		
ENCPOS_1886_02	Relations politiques des comtes de Foix avec la Catalogne jusqu’au commencement du <small>XIV</small><sup>e</sup> siècle	Relations politiques des comtes de Foix avec la Catalogne jusqu’au commencement du xive siècle	Baudon De Mony	Charles	Charles Baudon De Mony	050700170	1886	7-34	1	1000	1350				http://data.bnf.fr/ark:/12148/cb13539424b	https://catalogue.bnf.fr/ark:/12148/cb13539424b	http://wikidata.org/entity/Q17350079	http://fr.wikipedia.org/wiki/Charles_Baudon_de_Mony	
ENCPOS_1886_03	Monographie de l’église Saint-Nizier à Lyon	Monographie de l’église Saint-Nizier à Lyon	Bellemain	Auguste	Auguste Bellemain	254312845	1886	35-40	1	500	1886								
ENCPOS_1886_04	Étude sur les foires de Genève pendant le <small>XV</small><sup>e</sup> siècle	Étude sur les foires de Genève pendant le xve siècle	Borel	Frédéric	Frédéric Borel		1886	41-45	1	1400	1499								
ENCPOS_1886_05	Essai sur les origines des états de Béarn : leur histoire et leur organisation au <small>XV</small><sup>e</sup> siècle	Essai sur les origines des états de Béarn : leur histoire et leur organisation au xve siècle	Cadier	Léon	Léon Cadier	06689283X	1886	47-53	1	1400	1499								
ENCPOS_1886_06	Étude sur le gouvernement de Charles IV, dit le Bel et catalogue des mandements du règne	Étude sur le gouvernement de Charles IV, dit le Bel et catalogue des mandements du règne	Couderc	Camille	Camille Couderc	035134119	1886	55-63	1	1322	1328				http://data.bnf.fr/ark:/12148/cb13169428n	https://catalogue.bnf.fr/ark:/12148/cb13169428n	http://wikidata.org/entity/Q28849174		
